Item_ID,Item_Name1,Department__,Major_Dept,Category,Sub_Category
70664         ,JOY MESSAGE,70,CANDY STORE,COOKIES,COOKIES-HOLIDAY
70665         ,CHRISTMAS PRESENTS,70,CANDY STORE,COOKIES,COOKIES-HOLIDAY
70666         ,CHRISTMAS BEAR,70,CANDY STORE,COOKIES,COOKIES-HOLIDAY
70180         ,SEASONAL CAKE POP,70,CANDY STORE,STORE DIPPED,STORE DIPPED-MISC
70260         ,4 PACK ASSORTED TRUFFLE CUPS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-TRUFFLES 
70475         ,MOTHERS DAY CHOCOLATE PLAQUE,70,CANDY STORE,COOKIES,COOKIES - HOLIDAY
70480         ,BEE COOKIE,70,CANDY STORE,COOKIES,COOKIES - HOLIDAY
70483         ,BUTTERFLY COOKIE,70,CANDY STORE,COOKIES,COOKIES-SEASONAL
70486         ,BLUE CHRISTENING CROSS,70,CANDY STORE,COOKIES,COOKIES - HOLIDAY
70487         ,PINK CHRISTENING CROSS,70,CANDY STORE,COOKIES,COOKIES - HOLIDAY
70499         ,ICE CREAM COOKIE,70,CANDY STORE,COOKIES,COOKIES - HOLIDAY
70155         ,HEART CAKE POP,70,CANDY STORE,STORE DIPPED,STORE DIPPED-MISC
70274         ,CHOCOLATE FUDGE WITH REESE'S PIECES,70,CANDY STORE,CANDY,CANDY-BULK
70278         ,ROCKY ROAD FUDGE,70,CANDY STORE,CANDY,CANDY-BULK
70279         ,CHOCOLATE FUDGE,70,CANDY STORE,CANDY,CANDY-BULK
70283         ,TURTLE FUDGE,70,CANDY STORE,CANDY,CANDY-BULK
70286         ,COOKIES AND CREAM FUDGE,70,CANDY STORE,CANDY,CANDY-BULK
70452         ,AMERICAN FLAG COOKIE,70,CANDY STORE,COOKIES,COOKIES-SEASONAL
70453         ,ROUND FLAG COOKIE,70,CANDY STORE,COOKIES,COOKIES-SEASONAL
70454         ,HEART SHAPED FLAG COOKIE,70,CANDY STORE,COOKIES,COOKIES-SEASONAL
70570         ,ORCHID MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70571         ,RED MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70572         ,GREEN MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70573         ,DARK GREEN MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70574         ,YELLOW MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70575         ,HOT PINK MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70576         ,PINK MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70577         ,ORANGE MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70578         ,BLUE MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
70579         ,LIGHT BLUE MELTING WAFERS,70,CANDY STORE,CHOCOLATE,CHOCOLATE-MELTING
05756         ,PESTO BOCCONCINI 12PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05451         ,UNCLE G BURRATA,72,MOZZARELLA,MISC,MISC-BURRATA
05084         ,STUFFED BOCCONCINI WITH PROSCITTO & RED PEPPER 6 PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05103         ,PLAIN BOCCONCINI LIGHTLY SALTED 6 PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-PLAIN
05797         ,MOZZARELLA CURD,72,MOZZARELLA,MISC,MISC-OTHER
05096         ,SPICY BOCCONCINI 6 PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05093         ,PESTO BOCCONCINI 6 PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05722         ,LARGE BOCCONCINI SAMPLER PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
05134         ,FRESH MOZZARELLA & TOMATO PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
05755         ,PLAIN BOCCONCINI LIGHTLY SALTED 12PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-PLAIN
05794         ,BOCCONCINI STFFED W RED PEPPER & PROSCIUTTO 12P,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05533         ,SPICY BOCCONCINI 12PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05111         ,SMOKED BOCCONCINI MARINATED 12PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
51218         ,LONG MOZZARELLA & TOMATO PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
05119         ,MARINATED SMOKED BOCCONCINI 6PK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05903         ,BURRATA DIP PLATTER,72,FRESH MOZZARELLA,MOZZARELLA,PLATTERS
51589         ,BOCCONCINI VARIETY 12 PACK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
51590         ,BOCCONCINI VARIETY 6 PACK,72,MOZZARELLA,BOCCONCINI,BOCCONCINI-OTHER
05683         ,16IN SEASONAL MOZZ ANTIP PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
05817         ,14'' SEASONAL MOZZARELLA ANTIPSTO PLATTERR,72,MOZZARELLA,MISC,MISC-PLATTERS
05829         ,"14"" MOZZARELLA & TOMATO PLATTER",72,MOZZARELLA,MISC,MISC-PLATTERS
51452         ,TOUCHDOWN MOZZARELLA PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
383810000010  ,MOZZARELLA & TOMATO PLATTER 12 INCH,72,MOZZARELLA,MISC,MISC-PLATTERS
383810000027  ,MOZZ & TOMATO PLATTER 16 INCH,72,MOZZARELLA,MISC,MISC-PLATTERS
383810012624  ,CILIENGINI SKEWER PLATTER 15CT,72,MOZZARELLA,MISC,MISC-PLATTERS
383810041846  ,MOZZARELLA PARTY PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
383810036972  ,SEASONAL MOZZ ANTIPASTO PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
383810040238  ,EXPRESS CILIENGINI PLATTER,72,MOZZARELLA,MISC,MISC-PLATTERS
383810012631  ,MOZZARELLA & TOMATO SKEWER PLATTER 36CT,72,MOZZARELLA,MISC,MISC-PLATTERS
70214         ,LIMONCELLO GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70216         ,LIMONCELLO GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70217         ,KEYLIME GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70566         ,CHOC PNUT BTTR CUP GELATO,73,CANDY,GELATO,GELATO-CUP
70567         ,CHOC PNUT BTTR CUP GELATO,73,,GELATO,GELATO-CUP
70219         ,BUTTERFINGER GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70223         ,BUTTERFINGER GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70224         ,APPLE PIE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70231         ,APPLE PIE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70237         ,PUMPKIN SPICE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70230         ,PUMPKIN SPICE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70585         ,SMALL EGG NOG GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70586         ,SMALL PEPPERMINT GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70587         ,LARGE EGG NOG GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70588         ,LARGE PEPPERMINT GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70103         ,ESPRESSO OREO PINT,73,CANDY STORE,GELATO,GELATO-CUP
70109         ,ESPRESSO OREO QUART,73,CANDY STORE,GELATO,GELATO-CUP
383810028847  ,GELATO PINT,73,CANDY STORE,GELATO,GELATO-CUP
383810013416  ,GELATO QUART,73,CANDY STORE,GELATO,GELATO-CUP
70405         ,AMERICAN KISS GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70406         ,AMERICAN KISS GELATO,73,CANDY STORE,GELATO,GELATO-CUP
70550         ,ORANGE CREAM GELATO PINT,73,CANDY STORE,GELATO,GELATO-CUP
70551         ,ORANGE CREAM GELATO QUART,73,GELATO,GELATO,GELATO-CUP
70560         ,TAHITIAN VANILLA GELATO PINT,73,CANDY STORE,GELATO,GELATO-CUP
70561         ,TAHITIAN VANILLA GELATO QUART,73,GELATO,GELATO,GELATO-CUP
383810059292  ,ALL'OREO (OREO COOKIES & CREAM),73,CANDY STORE,GELATO,GELATO-CUP
383810059308  ,ALMOND TOFFEE CRUNCH,73,CANDY,GELATO,ICE CREAM                     
383810059346  ,AMARENA CHERRY,73,CANDY,GELATO,GELATO-BULK
383810059360  ,BLOOD ORANGE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059339  ,CAKE BATTER GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059247  ,BACIO-CHOCOLATE HAZELNUT,73,CANDY STORE,GELATO,GELATO-CUP
383810059261  ,CAPPUCCINO GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059230  ,CHOCOLATE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059285  ,COCONUT GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059377  ,FUDGE BROWNIE GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059353  ,LEMON,73,CANDY STORE,GELATO,GELATO-CUP
383810059315  ,NOCCIOLA (HAZELNUT),73,CANDY STORE,GELATO,GELATO-CUP
383810059407  ,PEANUT BUTTER & CHOCOLATE,73,CANDY STORE,GELATO,GELATO-CUP
383810059322  ,PISTACHIO,73,CANDY STORE,GELATO,GELATO-CUP
383810059384  ,SALTED CARAMEL GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059414  ,VANILLA GELATO,73,CANDY STORE,GELATO,GELATO-CUP
383810059254  ,STRACCIATELLA,73,CANDY STORE,GELATO,GELATO-CUP
70394         ,AMARETTO GELATO PINT,73,CANDY STORE,GELATO,GELATO-CUP
70393         ,AMARETTO GELATO QUART,73,CANDY STORE,GELATO,GELATO-CUP
383810035333  ,BLACK WHITE DELI POP,75,CANDY STORE,MAGIC POP,MAGIC POP-FLAVORS
383810030789  ,CHOCOLATE DRIZZLED DELI POP,75,CANDY STORE,MAGIC POP,MAGIC POP-FLAVORS
383810030819  ,DELI POP PLAIN,75,CANDY STORE,MAGIC POP,MAGIC POP-PLAIN
383810042638  ,EXTRA CHOCOLATE DRIZZLED MAGIC POP,75,CANDY STORE,MAGIC POP,MAGIC POP-FLAVORS
383810035104  ,CHOCOLATE DRIZZELED MAGIC POP,75,CANDY STORE,MAGIC POP,MAGIC POP-FLAVORS
383810035906  ,WHOLE WHEAT MAGIC POP,75,CANDY STORE,MAGIC POP,MAGIC POP-PLAIN
383810035913  ,CHOCOLATE DRIZLED WHOLE WHEAT MAGIC POP,75,CANDY STORE,MAGIC POP,MAGIC POP-FLAVORS
05540         ,"FELINO SALAMI """"THE KING OF SALAMI""""""",87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51656         ,SHAVED PARMA COTTO HAM,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51657         ,SHAVED ROASTED PORCHETTA,87,,COLD CUTS,COLD CUTS-ITALIAN
51658         ,SHAVED PEPPERED SALAMI,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51659         ,SHAVED COPPA PICCANTE,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51660         ,SHAVED SPIANATA CALABRESE DOLCE,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51661         ,SHAVED SPECK PROSCIUTTO,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51662         ,SHAVED SAN DANIELLE PROSCIUTTO AGED 18 MONTHS,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51663         ,SHAVED MORTADELLA ARTIGINALE,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
05019         ,SHAVED SERRANO HAM,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
05887         ,SHAVED PROSCIUTTO DI PARMA,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
05964         ,SHAVED GOLFETTA SALAMI DI PARMA,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51238         ,SHAVED ITALIANO PROSCIUTTO,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51239         ,SHAVED COPPA ITALIANO,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51323         ,SHAVED SPINATA CALABRESE PICAN,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51326         ,SHAVED FINOCCHIONA SALAMI,87,DELI,COLD CUTS,COLD CUTS-ITALIAN
51268         ,SUNDAY SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
51157         ,UG BECHAMEL SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52015         ,UG AMATRICIANA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52016         ,UG PUTANESCA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52017         ,UG CREAMY PESTO SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52018         ,UG MEATLESS VODKA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52019         ,UG SPICY VODKA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52030         ,UG AMATRICIANA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52031         ,UG PUTANESCA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52032         ,UG MEATLESS VODKA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
52033         ,UG SPICY VODKA SAUCE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810026171  ,UG FRANCESE SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810026164  ,UG FRANCESE SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003400  ,UG FRESH BASIL PESTO SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810004643  ,UG FRESH BASIL PESTO LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003745  ,UG FILLETTO DE POMIDORI SAUCE SM,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003677  ,UG FILLETTO DE POMIDORI SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003561  ,UG VODKA SAUCE W/PROSCIUTTO SM,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003554  ,UG VODKA SAUCE W/PROSCIUTTO LRG,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003769  ,UG MEAT BOLOGNESE SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810017926  ,UG MEAT BOLOGNESE SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003714  ,UG FRA DIAVOLO SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003660  ,UG FRA DIAVOLO SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810017919  ,UG SAUSAGE BOLOGNESE SAUCE SM,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003578  ,UG SAUSAGE BOLOGNESE SAUCE LRG,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810016738  ,UG AUTUMN SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810018190  ,UG AUTUMN SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003837  ,UG ALFREDO SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003820  ,UG ALFREDO SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810012907  ,UG CHAMPAGNE SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810012891  ,UG CHAMPAGNE SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810026188  ,UG MARSALA SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810026195  ,UG MARSALA SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810003547  ,UG MARINARA SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810004612  ,UG MARINARA SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810004629  ,UG CLASSIC TOMATO SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810004636  ,UG CLASSIC TOMATO SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810016929  ,UG ROASTED GARLIC SAUCE SMALL,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810016912  ,UG ROASTED GARLIC SAUCE LARGE,88,DELI,DELI SAUCE,DELI SAUCE-PASTA
383810016868  ,UG HOMEMADE TURKEY GRAVY LARGE,88,DELI,DELI SAUCE,DELI SAUCE-GRAVY
383810029301  ,PUTTANESCA SAUCE,88,SEAFOOD,DELI SAUCE,DELI SAUCE-PASTA
383810004346  ,UG WHT CAULIFLWR SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810043956  ,UG WHITE CHICKEN CHILI SOUP,89,DELI,SOUP,SOUP-BASIC
383810007064  ,UG CREAM OF BROCCOLI SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810044014  ,UG CHICKEN TORTELLINI SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810001239  ,HOT SOUP QUART,89,DELI,SOUP,SOUP-HOT
383810032554  ,UG ORGANIC SPCY TOMATO GRLC SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810024566  ,UG ORGANIC AROMATIC CHICKEN SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810029158  ,UG MATZOH BALL SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810027680  ,UG SPLIT PEA HAM SOUP,89,DELI,SOUP,SOUP-CHILI
383810043109  ,UG GROUND BEEF CHILI SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810010248  ,UG CHIPOTLE SWEET POTATO SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810040047  ,UG BLACK LENTIL RSTD GRLC SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810040054  ,UG WHITE CORN MISO CHOWDER,89,DELI,SOUP,SOUP-STORE PACKED
383810006302  ,UG LENTIL SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810038051  ,UG ORGANIC CARROT CCNT GNGR SOUP,89,DELI,SOUP,SOUP-STORE PACKED
383810091308  ,UG BUTTERNUT SQUASH SOUP,89,DELI,SOUP,SOUP-STORE PACKED
05235         ,UG MASHED POTATOES,90,DELI,SIDES,SIDES-STARCH
05131         ,TUSCAN PENNE ALFREDO,90,DELI,ENTREE,ENTREE-PASTA
05403         ,TUSCAN CHICKEN MEATLOAF G&G,90,DELI,ENTREE,ENTREE-MEATLOAF
05171         ,RIB ROAST & MASHED POTATOES,90,DELI,ENTREE,ENTREE-BEEF
05243         ,SAUSAGE & CHESTNUT STUFFING,90,DELI,SIDES,SIDES-STUFFING
05246         ,APPLE CORNBREAD STUFFING,90,DELI,SIDES,SIDES-STUFFING
05231         ,STRING BEANS ALMONDINE,90,DELI,SIDES,SIDES-VEGETABLE
51174         ,UG TURKEY AND MASHED POTATOES,90,DELI,ENTREE,ENTREE-TURKEY
05234         ,ROASTED GARLIC MASHED POTATOES,90,DELI,SIDES,SIDES-VEGETABLE
05156         ,TUSCAN PENNE ALFREDO,90,DELI,ENTREE,ENTREE-PASTA
05259         ,BRUSSELS SPROUTS,90,DELI,SIDES,SIDES-VEGETABLE
05238         ,MASHED SWEET POTATOES WITH MARSHMALLOWS & BROWN BUTTER,90,DELI,SIDES,SIDES-STARCH
05845         ,RICE PILAF SIDE DISH,90,DELI,SIDES,SIDES-GRAIN
90290         ,RISOTTO PRIMAVERA,90,DELI,ENTREE,ENTREE-PASTA
05397         ,SPAGHETTI ALL' AMATRICIANA,90,DELI,ENTREE,ENTREE-PASTA
05402         ,SPAGHETTI ALL' AMATRICIANA,90,DELI,ENTREE,ENTREE-PASTA
05413         ,RIGATONI ALLA NORMA,90,DELI,ENTREE,ENTREE-PASTA
05415         ,RIGATONI ALLA NORMA,90,DELI,ENTREE,ENTREE-PASTA
05386         ,SPICY RIGATONI A LA VODKA WITH BURRATA,90,DELI,ENTREE,ENTREE-PASTA
05387         ,SPICY RIGATONI A LA VODKA WITH BURRATA,90,DELI,ENTREE,ENTREE-PASTA
51456         ,RIB ROAST,90,DELI,ENTREE,ENTREE-BEEF
383810037825  ,BUTTERNUT SQUASH RISOTTO,90,DELI,SIDES,SIDES-GRAIN
383810034404  ,HEART SHPD RAVIOLI W/ CHMPGNE SC,90,DELI,ENTREE,ENTREE-PASTA
383810012648  ,CHICKEN MARSALA,90,DELI,ENTREE,ENTREE-CHICKEN
383810009082  ,CHICKEN MARSALA DINNER FOR 2,90,DELI,ENTREE,ENTREE-CHICKEN
383810037320  ,CHICKEN MARSALA W/ RICE PILAF,90,DELI,ENTREE,ENTREE-CHICKEN
383810026416  ,CHICKEN MARSALA W/ RICE PILAF,90,DELI,ENTREE,ENTREE-CHICKEN
383810039683  ,CHICKEN FRANCAISE,90,DELI,ENTREE,ENTREE-CHICKEN
383810009044  ,CHICKEN FRANCAISE DINNER FOR 2,90,DELI,ENTREE,ENTREE-CHICKEN
383810037313  ,CHICKEN FRANCAISE W/ RICE PILAF,90,DELI,ENTREE,ENTREE-CHICKEN
383810026485  ,CHICKEN FRANCAISE W/ RICE PILAF,90,DELI,ENTREE,ENTREE-CHICKEN
383810025693  ,UG HLF RSTD CHKN W CRTS & POT,90,DELI,ENTREE,ENTREE-CHICKEN
383810029073  ,RISOTTO PRIMAVERA,90,DELI,SIDES,SIDES-GRAIN
383810036873  ,SWEET SAUSAGE RISOTTO,90,DELI,SIDES,SIDES-GRAIN
383810036880  ,ROASTED GARLIC & TOMATO RISOTTO,90,DELI,SIDES,SIDES-STARCH
383810042027  ,GRLD BLSMC CHKN W/ CHK PEA & QNA,90,DELI,ENTREE,ENTREE-CHICKEN
383810037115  ,BEEF STEW,90,DELI,ENTREE,ENTREE-BEEF
383810043567  ,BEEF STEW W/ BUTTERD EGG NOODLES,90,DELI,ENTREE,ENTREE-BEEF
383810037085  ,EYE ROUND W/ MSHD POT & VEG,90,DELI,ENTREE,ENTREE-BEEF
383810025686  ,UG FIRE ROASTED STEAK & POTATOES,90,DELI,ENTREE,ENTREE-BEEF
383810042003  ,GRLD CHIKN W RSTD CRN & COUSCOUS,90,DELI,ENTREE,ENTREE-CHICKEN
383810039454  ,CHICKEN SCARPARIELLO DINNER FOR TWO,90,DELI,ENTREE,ENTREE-CHICKEN
383810037122  ,CHICKEN PARMIGIANA,90,DELI,ENTREE,ENTREE-CHICKEN
383810039447  ,CHICKEN DON PEPE,90,DELI,ENTREE,ENTREE-CHICKEN
383810039362  ,ORECCHIETTE W/ SSGE & BROCC RABE,90,DELI,ENTREE,ENTREE-PASTA
383810016622  ,ORCHTE SGE BROC RBE DINNER FOR 2,90,DELI,ENTREE,ENTREE-PASTA
383810016325  ,BAKED CHEESE RAVIOLI,90,DELI,ENTREE,ENTREE-PASTA
383810016349  ,BAKED STUFFED SHELLS,90,DELI,ENTREE,ENTREE-PASTA
383810053320  ,GUINNESS BRSED CRND BEEF & CBGE,90,DELI,ENTREE,ENTREE-BEEF
383810053337  ,GUINNESS BRSED CRND BEEF & CBGE,90,DELI,ENTREE,ENTREE-BEEF
383810048975  ,GUINNESS BRSED CRND BEEF & CBGE,90,DELI,ENTREE,ENTREE-BEEF
383810024221  ,EGGPLANT TWR W/ PENNE ALLA VODKA,90,DELI,ENTREE,ENTREE-EGGPLANT
383810039409  ,BAKED CHEESE MANICOTTI,90,DELI,ENTREE,ENTREE-PASTA
383810019982  ,CHICKEN PARMIGIANA,90,DELI,ENTREE,ENTREE-CHICKEN
383810019975  ,RUSTIC EGGPLANT PARMESAN,90,DELI,ENTREE,ENTREE-EGGPLANT
383810039485  ,RUSTIC EGGPLANT PARMESAN,90,DELI,ENTREE,ENTREE-EGGPLANT
383810039577  ,EGGPLANT ROLLATINI,90,DELI,ENTREE,ENTREE-EGGPLANT
383810016585  ,SMALL CREAMED SPINACH,90,DELI,SIDES,SIDES-VEGETABLE
383810026409  ,GRILLED CHICKEN W/ ROASTED VEGETABLES,90,DELI,ENTREE,ENTREE-CHICKEN
383810024238  ,GRLD LEMON CHICKEN W/ ARTICHOKES,90,DELI,ENTREE,ENTREE-CHICKEN
383810037290  ,BEEF MEATLOAF W/ MASHD POT & VEG,90,DELI,ENTREE,ENTREE-BEEF
383810027321  ,CHEESE RAVIOLI W/ MEATBALLS,90,DELI,ENTREE,ENTREE-PASTA
383810042997  ,TURKEY MEATLOAF W/ RICE,90,DELI,ENTREE,ENTREE-MEATLOAF
383810010842  ,TURKEY MEATLOAF,90,DELI,ENTREE,ENTREE-MEATLOAF
383810011856  ,ITALIAN MEATBALLS,90,DELI,ENTREE,ENTREE-BEEF
383810014604  ,BEEF MEATLOAF W/ MASHED POTATOES,90,DELI,ENTREE,ENTREE-BEEF
383810003783  ,BEEF MEATLOAF W MSHD POT & VEG,90,DELI,ENTREE,ENTREE-BEEF
383810016011  ,BAKED MACARONI & CHEESE,90,DELI,SIDES,SIDES-STARCH
383810027475  ,RIGATONI W/ SAUSAGE & BROCCOLI,90,DELI,ENTREE,ENTREE-PASTA
383810000829  ,BKD MNICTTI W MTBLS DINNER FOR 2,90,DELI,ENTREE,ENTREE-PASTA
383810039393  ,BAKED CHEESE MANICOTTI,90,DELI,ENTREE,ENTREE-PASTA
383810010538  ,BAKED STUFFED SHELLS DINNER FOR 2,90,DELI,ENTREE,ENTREE-PASTA
383810026669  ,PENNE A LA VODKA,90,DELI,ENTREE,ENTREE-PASTA
383810037245  ,PENNE ALLA VODKA,90,DELI,ENTREE,ENTREE-PASTA
383810039355  ,PENNE ALLA VODKA W CHCKEN CUTLET,90,DELI,ENTREE,ENTREE-PASTA
383810039348  ,PENNE ALLA VODKA W CHCKEN CUTLET,90,DELI,ENTREE,ENTREE-PASTA
383810037795  ,PORK CHOP W/ RSTD POT & VEG,90,DELI,ENTREE,ENTREE-PORK
383810003653  ,PORK LOIN W/ RSTD VEG & POT,90,DELI,ENTREE,ENTREE-PORK
383810013355  ,BAKED CHEESE RAVOLI DINNER FOR 2,90,DELI,ENTREE,ENTREE-PASTA
383810028656  ,RIGATONI ALLA VODKA,90,DELI,ENTREE,ENTREE-PASTA
383810037252  ,RIGATONI BOLOGNESE,90,DELI,ENTREE,ENTREE-PASTA
383810016059  ,RIGATONI BOLOGNESE,90,DELI,ENTREE,ENTREE-PASTA
383810033414  ,RIGATONI W/ MEATBALLS,90,DELI,ENTREE,ENTREE-PASTA
383810030871  ,HALF ROASTED CHICKEN W/ ROASTED POTATOES,90,DELI,ENTREE,ENTREE-CHICKEN
383810030888  ,HALF ROASTED CHICKEN W/ ROASTED VEGETABLES,90,DELI,ENTREE,ENTREE-CHICKEN
383810030895  ,HLF CHKN W MSHD POT DINNER FOR 2,90,DELI,ENTREE,ENTREE-CHICKEN
383810037337  ,SAUSAGE & PEPPERS,90,DELI,ENTREE,ENTREE-PORK
383810011931  ,SAUSAGE & PEPPERS,90,DELI,ENTREE,ENTREE-PORK
383810025730  ,UG SEAFOOD RISOTTO,90,DELI,SIDES,SIDES-GRAIN
