Item_ID,Item_Name1,Department__,Major_Dept,Category,Sub_Category
63298         ,SHRIMP SCAMPI OVER LINGUINI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63055         ,SHRIMP SCAMPI OVER ZUCCHINI NOODLES,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63274         ,SHRIMP COCKTAIL FOR ONE,63,SEAFOOD,SHRIMP,SHRIMP-PLATTER
63200         ,CLAMS OREGANATA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63236         ,ORANGE MARMALADE SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
63198         ,SALMON BRUSCHETTA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63458         ,SMOKED SALMON QUICHE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63698         ,LOBSTER POT PIE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63114         ,MUSSELS IN MARINARA SAUCE EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63223         ,BAY SCALLOPS FRIED,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63329         ,BLACKENED SALMON,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63387         ,FRIED CLAMS,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63936         ,GRILLED SALMON,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63106         ,CALAMARI SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
63281         ,GRILLED SHRIMP SCAMPI,63,SEAFOOD,SHRIMP,SHRIMP-COOKED
63282         ,SPICY BLACKENED SHRIMP,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63291         ,SALMON BURGERS,63,SEAFOOD,VALUE ADDED SEAFOOD,VALUE ADDED SEAFOOD-BURGERS
63600         ,BLACKENED SHRIMP,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63112         ,GRILLED SHRIMP,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63233         ,BAKED CLAMS 1/2 TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63590         ,ALASKAN VOYAGE,63,SEAFOOD,SURIMI,SURIMI-PLATTER
63108         ,SHRIMP SCAMPI EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63130         ,PASTA W/ WHITE CLAM SAUCE EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63131         ,MUSSELS IN GARLIC & OIL EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63136         ,SHRIMP PARMIGIANA EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63137         ,LOBSTER FRA DIABLO EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63138         ,SHRIMP & CALAMARI FRA DIABLO EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63586         ,DEEP SEA DUET,63,SEAFOOD,SHRIMP,SHRIMP-PLATTER
63256         ,CEDAR PLANK SALMON,63,SEAFOOD,VALUE ADDED SEAFOOD,VALUE ADDED SEAFOOD-MISC
63268         ,CEDAR PLANK SALMON BLK SEASN,63,SEAFOOD,VALUE ADDED SEAFOOD,VALUE ADDED SEAFOOD-MISC
63250         ,STUFFED CALAMARI DINNER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63260         ,STUFFEED CALAMARI EXPRESS TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63275         ,CALAMARI IN MARINARA SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
63276         ,SCUNGILLI IN FRA DIAVOLO SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
63277         ,WHITE CLAM SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
63800         ,SHRIMP OREGANATA OVER PASTA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63801         ,FETTUCCINNE ALFREDO WITH CRAB,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63802         ,PASTA AL MARE MARINARA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63803         ,PASTA AL MARE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63804         ,SCALLOPS SCAMPI OVER LINGUINI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63805         ,LOBSTER WITH SPICY VODKA RIGATONI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63806         ,LOBSTER FRA DIAVOLO,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
63807         ,STUFFED LOBSTER W. CRAB & SCAMPI SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810024078  ,FRIED SHRIMP DUMPLING,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810005947  ,100 PC JUMBO SHRIMP COCKTAIL PLA,63,SEAFOOD,SHRIMP,SHRIMP-PLATTER
63982         ,TWIN STUFFED LOBSTER TAILS W/ SHRIMP SCAMPI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810019128  ,GRILLED OCTOPUS,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810020780  ,SHRIMP PASTA PRIMAVERA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810006869  ,SHRIMP RISOTTO WITH PEAS AND ASPARAGUS,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810021008  ,LOBSTER MAC AND CHEESE SIDE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810020407  ,LOBSTER MAC AND CHEESE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810010231  ,MUSSELS MARINARA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810011504  ,MUSSELS IN GARLIC,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810042621  ,MUSSELS IN GARLIC SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810042614  ,MUSSELS IN MARINARA SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810000843  ,ZUPPA DI PESCE RED,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810005824  ,ZUPPA DI PESCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810015038  ,RIGATONI W/ SHRIMP AND BROCCOLI RABE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810013423  ,SHRIMP CAPONATA OVER RIGATONI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810016776  ,CLAM BAKE DINNER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810008009  ,WHITE CLAM SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810042607  ,LINGUINI WITH WHITE CLAM SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810020759  ,CLAMS BAKED HALF TRAY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810026515  ,SEAFOOD QUICHE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810018862  ,FLOUNDER PARMESAN,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810018985  ,SEAFOOD BROIL COMBO,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810001925  ,COOKED SHRIMP COCKTAIL 12CT,63,SEAFOOD,SHRIMP,SHRIMP-COOKED
383810005916  ,25PC JUMBO SHRIMP COCKTAIL PLATTER,63,SEAFOOD,SHRIMP,SHRIMP-PLATTER
383810030390  ,SHRIMP ALFREDO WITH PEAS,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810032585  ,BAY SCALLOP SCAMPI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810032509  ,STUFFED LOBSTER TAIL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810031861  ,FRESH COCKTAIL SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810038495  ,FRESH COCKTAIL SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810030420  ,SHRIMP CHAMPAGNE OVER FARFALLE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810030413  ,PENNE ALA VODKA WITH SHRIMP,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810042584  ,SHRIMP PARMIGIANA OVER PASTA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810042577  ,SHRIMP FRANCAISE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810002618  ,MEDITERRANEAN SHRIMP & ZUCCHINI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810034619  ,MINI CRAB CAKE (10 PIECES),63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810034626  ,CRAB CAKE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810030062  ,TILAPIA FILLET W/CRAB MEAT,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810008146  ,FRESH HOMEMADE TARTAR SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810029202  ,CRAB CRUSTED FLOUNDER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029264  ,FLOUNDER FRANCAISE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029271  ,FLOUNDER PICATTA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029295  ,SEAFOOD STUFFED MUSHROOM,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810029325  ,SHRIMP A LA VODKA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029349  ,SHRIMP FRA DIAVO,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029400  ,SHRIMP PARMIGIANA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029424  ,SHRIMP PICATTA,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029431  ,SEAFOOD STUFFED SHRIMP IN LOBSTER SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810029479  ,SCAMPI SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810098468  ,MATLAWS STUFFED CLAMS 4PK LARGE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810013270  ,TILAPIA STFD W/SHRMP STFNG,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810013287  ,JUMBO SHRMP STFD W/SHRMP STFG,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810013317  ,SALMON STUFFED W/SHRMP STFG,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
63975         ,SHRIMP W/COCKTAIL SAUCE,63,SEAFOOD,SHRIMP,SHRIMP-PLATTER
383810007392  ,JUMBO SHRIMP STUFFED W/CRAB MEAT,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810007033  ,JUMBO SHRIMP W/KEY LIME MARINADE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810012235  ,MARINATED JUMBO SHRIMP SKEWER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810012242  ,MARINATED JUMBO SHRIMP SKEWER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810012259  ,MARINATED JUMBO SHRIMP KABOB,63,SEAFOOD,VALUE ADDED SEAFOOD,VALUE ADDED SEAFOOD-KABOBS
383810012358  ,MARINATED SALMON KABOBS W/VEGETABLES,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810012433  ,MARINATED SALMON KABOBS W/VEGETABLES,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810012471  ,MARINATED SEA SCALLOP KABOBS,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810070242  ,BRANZINO FILLETS W/CHIMICHURRI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810007019  ,JUMBO SHRIMP W/SIRACHA TERIYAKI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
63878         ,SHRIMP DUMPLING W SWEET SOUR SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63879         ,COCONUT SHRIMP ROLL W SWEET & SOUR SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
63880         ,POPCORN SHRIMP,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810018336  ,LOBSTER ROLL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ROLL
383810018343  ,SHRIMP SALAD ROLL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ROLL
63882         ,FRIED LOBSTER RANGOON,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810020698  ,MUSTARD SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810028038  ,SALMON SATAY W/SCALLION & GINGER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028045  ,SALMON SATAY W/MANGO COCONUT,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028083  ,SALMON SATAY W/SPICY HARISSA SAUCE,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028113  ,TUNA SATAY W/KEY LIME MUSTARD,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028120  ,TUNA SATAY W/CHIPOTLE AIOLI CAJ,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028137  ,SWORDFISH SATAY W/MEMPHIS BBQ,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028168  ,SWORDFISH SATAY W/LEMON CAPER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028199  ,SWORDFISH SATAY W/SCALLION & GI,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028205  ,SWORDFISH SATAY W/CHIPOTLE AIOL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
383810028250  ,U-4 HEAD ON SHRIMP SATAY W/KEY,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-RAW
63937         ,GRILLED SALMON,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810010675  ,FRIED SEAFOOD COMBO PLATTER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810010682  ,FRIED SHRIMP TRIO PLATTER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810010699  ,STUFFED CLAM TRIO PLATTER,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ENTREES
383810098529  ,EXTRA HOT COCKTAIL SAUCE,63,SEAFOOD,ACCOMPANIMENTS,ACCOMPANIMENTS-SAUCE
383810098727  ,SHRIMP DMPLG & CNUT SHRIMP ROLL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-APPETIZER
383810020803  ,LOBSTER & SHRIMP ROLL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ROLL
63199         ,TWIN PACK LOBSTER ROLL,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ROLL
63471         ,LOBSTER&SHRIMP ROLL TWIN PACK,63,SEAFOOD,PREPARED SEAFOOD,PREPARED SEAFOOD-ROLL
14440         ,PUMPERNICKEL LOAF,64,BAKERY,BREAD,BREAD-RYE
14310         ,PLAIN RYE BREAD,64,BAKERY,BREAD,BREAD-RYE
14311         ,OUR OWN ARTISAN RYE BREAD,64,BAKERY,BREAD,BREAD-RYE
14195         ,ROUND PUMPERNICKEL BREAD,64,BAKERY,BREAD,BREAD-RYE
14193         ,MARBLE RYE BREAD,64,BAKERY,BREAD,BREAD-RYE
14271         ,SEEDED RYE BREAD,64,BAKERY,BREAD,BREAD-RYE
14576         ,OUR OWN ARTISAN TUSCANY BREAD,64,BAKERY,BREAD,BREAD-ROUND
14088         ,BROOKLYN SEMOLINA NAPOLI BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
14118         ,BROOKLYN SESAME SEMOLNA TWIST BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
14234         ,BROOKLYN SEMOLINA FOOTBALL ROLLS 6PK,64,BAKERY,BREAD,BREAD-ROLL
14670         ,BROOKLYN SEMOLINA ONION ROLL 4PK,64,BAKERY,BREAD,BREAD-ROLL
14759         ,BROOKLYN SWEET ROLL 4PK,64,BAKERY,BREAD,BREAD-ROLL
14910         ,BROOKLYN SEMOLINA DINNER ROLLS 6PK,64,BAKERY,BREAD,BREAD-SEMOLINA
14911         ,BROOKLYN SEMOLINA HERO 2PK,64,BAKERY,BREAD,BREAD-SEMOLINA
14785         ,YT OUR OWN ARTISAN ITALIAN BREAD,64,BAKERY,BREAD,BREAD-ITALIAN
14779         ,UNCLE GIUSESPPE’S SIGNATURE BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
14784         ,OUR OWN ARTISAN COUNTRY BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
14774         ,OUR OWN RAISIN PUMPERNICKLE,64,BAKERY,BREAD,BREAD-RYE
14770         ,OUR OWN ARTISAN RAISIN WALNUT,64,BAKERY,BREAD,BREAD-BATARD
14775         ,OUR OWN PUMPERNICKLE BREAD,64,BAKERY,BREAD,BREAD-RYE
14772         ,OUR OWN SOUR DOUGH BREAD,64,BAKERY,BREAD,BREAD-BATARD
14777         ,OUR OWN ARTISAN PEASANT BREAD,64,BAKERY,BREAD,BREAD-ROUND
14771         ,OUR OWN ARTISAN CIABATTA BREAD,64,BAKERY,BREAD,BREAD-BATARD
14773         ,OUR OWN MULTIGRAIN LOAF,64,BAKERY,BREAD,BREAD-BATARD
14051         ,SEEDED TWIST BASTONE,64,BAKERY,BREAD,BREAD-ITALIAN
14163         ,CRANBERRY WALNUT LOAF MR,64,BAKERY,CAKE,CAKE-LOAF
x14805        ,6 PK WHOLE WHEAT BAGELS,64,BAKERY,BREAD,BREAD-BAGELS
14183         ,OLIVE LOAF MR,64,BAKERY,BREAD,BREAD-BATARD
14185         ,ONION LOAF MR,64,BAKERY,BREAD,BREAD-BATARD
14186         ,LARGE ROUND PUMPERNICKEL BREAD MR,64,BAKERY,BREAD,BREAD-RYE
14187         ,SEMOLINA PACELLI SEEDED MR,64,BAKERY,BREAD,BREAD-SEMOLINA
14188         ,SEMOLINA RING SEEDED MR,64,BAKERY,BREAD,BREAD-SEMOLINA
14191         ,SEMOLINA SEEDED,64,BAKERY,BREAD,BREAD-SEMOLINA
14789         ,OUR OWN ARTISAN WHOLE WHEAT,64,BAKERY,BREAD,BREAD-BATARD
14790         ,OUR OWN ARTISAN SEEDED RYE BREAD,64,BAKERY,BREAD,BREAD-RYE
14791         ,OUR OWN ARTISAN SEMOLINA BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
14793         ,ARTISAN PEASANT SLICED BREAD,64,BAKERY,BREAD,BREAD-ROUND
14657         ,FAMILY SIZE PROSCIUTTO LOAF,64,BAKERY,BREAD,BREAD-MEAT
14663         ,CHEESY GARLIC PEPPERONI BREAD,64,BAKERY,BREAD,BREAD-MISC
383810043185  ,4 PK HERO ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810044069  ,GARLIC PARMESAN TOAST,64,BAKERY,BREAD,BREAD-BREADSTICKS
383810003127  ,SEMOLINA BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
383810081958  ,2 PACK SEMOLINA HERO ROLL,64,BAKERY,BREAD,BREAD-ROLL
x383810060892 ,BRICK OVEN BAGUETTE MULTIGRAIN,64,BAKERY,BREAD,BREAD-BAGUETTE
383810060977  ,RUSTIC CIABATTA,64,BAKERY,BREAD,BREAD-BATARD
383810060984  ,RUSTIC BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
383810060908  ,BRICK OVEN BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
383810011863  ,MULTI-GRAIN BAGUETTES,64,BAKERY,BREAD,BREAD-BAGUETTE
383810011528  ,SEMOLINA SEEDED BAGUETTES,64,BAKERY,BREAD,BREAD-SEMOLINA
383810011511  ,SEEDED SEMOLINA TWIST BASTONE,64,BAKERY,BREAD,BREAD-SEMOLINA
383810011887  ,ROSEMARY & OLIVE BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810011870  ,WALNUT RAISIN BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
x383810079290 ,TWIN PACK HERO BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
383810000928  ,GARLIC BREAD,64,BAKERY,BREAD,BREAD-MISC
383810000935  ,GARLIC TOAST,64,BAKERY,BREAD,BREAD-BREADSTICKS
383810042737  ,CHALLAH BREAD,64,BAKERY,BREAD,BREAD-CHALLAH
383810023200  ,TERRANOVA PIZZA RING BREAD,64,BAKERY,BREAD,BREAD-ROUND
383810000904  ,PROSCIUTTO BREAD,64,BAKERY,BREAD,BREAD-MEAT
383810043208  ,6PK PORTUGEUSE ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810043215  ,6 PK CLUB ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810043390  ,6 PK MINI HERO ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810043154  ,6 PK ROUND KAISER ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810060953  ,WHOLE WHEAT BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
383810033247  ,4 PK ONION ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810001260  ,CRANBERRY WALNUT BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810001277  ,SOUR DOUGH BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810001284  ,ASIAGO BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810001307  ,SOUR DOUGH BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
383810001314  ,BRICK OVEN BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
383810001321  ,LONG FRENCH BREAD,64,BAKERY,BREAD,BREAD-BAGUETTE
383810001338  ,SEMOLINA BAGUETTE,64,BAKERY,BREAD,BREAD-SEMOLINA
383810001376  ,RUSTIC BAGUETTE,64,BAKERY,BREAD,BREAD-BAGUETTE
383810001406  ,SEMOLINA  ITALIAN BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
383810001611  ,RUSTIC PANELLE BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810001628  ,7 GRAIN PANELLE BREAD,64,BAKERY,BREAD,BREAD-ROUND
383810013386  ,SMALL SEMOLINA ROUND BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
383810042126  ,6 PK BIALLY,64,BAKERY,BREAD,BREAD-BAGELS
14586         ,OUR OWN ARTISAN CRANBERRY WALNUT,64,BAKERY,BREAD,BREAD-BATARD
14588         ,ASIAGO BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
14592         ,RUSTIC CIABATTA BATARD BREAD,64,BAKERY,BREAD,BREAD-BATARD
14595         ,LONG FRENCH BREAD,64,BAKERY,BREAD,BREAD-BAGUETTE
14601         ,NAPOLITANO ITALIAN BASTONE BREAD,64,BAKERY,BREAD,BREAD-ITALIAN
14605         ,7 GRAIN PANELLE BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810098857  ,ARTISAN BRIOCHE ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810098871  ,ARTISAN SOURDOUGH SNDWCH,64,BAKERY,BREAD,BREAD-BATARD
383810098697  ,ASIAGO MEAT BREAD,64,BAKERY,BREAD,BREAD-BATARD
383810064913  ,3 OLIVE POCKET ROLLS,64,BAKERY,BREAD,BREAD-ROLL
383810098864  ,ARTISAN ITALIAN SEEDED SEMOLINA BREAD,64,BAKERY,BREAD,BREAD-SEMOLINA
14496         ,UG FOCACCIA BREAD,64,BAKERY,BREAD,BREAD-MISC
05654         ,UNCLE GIUSEPPE'S SHAMROCK CHEESE RAVIOLI,65,FRESH PASTA,RAVIOLI ,RAVIOLI-SPECIALTY IN HOUSE
51249         ,BROCCOLI CHEDDAR RAVIOLI,65,FRESH PASTA,RAVIOLI ,RAVIOLI-SPECIALTY IN HOUSE
51230         ,UG SPINACH & CHEESE STUFFED RIGATONI,65,FRESH PASTA,STUFFED PASTA,STUFFED PASTA-IN HOUSE
05772         ,PLAIN IMPASTATA,65,FRESH PASTA,ACCOMPANIMENTS,ACCOMPANIMENTS-CHEESE
05771         ,SEASONED IMPASTATA,65,FRESH PASTA,ACCOMPANIMENTS,ACCOMPANIMENTS-CHEESE
05684         ,CHEESE SACCHETTI,65,FRESH PASTA,STUFFED PASTA,STUFFED PASTA-VENDOR
05691         ,10 CT LASAGNA SHEETS,65,FRESH PASTA,CUTS,CUTS-IN HOUSE
05650         ,RICOTTA STUFFED GNOCCHI,65,FRESH PASTA,STUFFED PASTA,STUFFED PASTA-IN HOUSE
383810013676  ,UG MEAT RAVIOLI,65,FRESH PASTA,RAVIOLI ,RAVIOLI-SPECIALTY VENDOR
383810013669  ,UG MEAT TORTELLINI,65,FRESH PASTA,STUFFED PASTA,STUFFED PASTA-VENDOR
51490         ,PORCINI MUSHROOM STUFFED GNOCCHI,65,FRESH PASTA,STUFFED PASTA,STUFFED PASTA-IN HOUSE
